toll_plaza_id,Stretch,Tollable Length,Fee Effective Date,Due Date of Toll Revision,Concessions,Rest Areas,Truck Lay byes,Static Weigh Bridge,Announcement,Helpline No.,Emergency Services,Nearest Police Station,Highway Administrator (Project Director),Project Implementation Unit(PIU),Regional Office(RO),Representative of Consultant,Representative of Concessionaire,Nearest Hospital(s),Date of fee notification,Commercial Operation Date,Fee Rule,Capital Cost of Project (in Rs. Cr.),Cumulative Toll Revenue (in Rs. Cr.),Concessions Period,Design Capacity (PCU),Traffic (PCU/day),Target Traffic (PCU/day),Name of Concessionaire / OMT Contractor,Name / Contact Details of Incharge,Car/Jeep/Van_Single Journey,Car/Jeep/Van_Return Journey,Car/Jeep/Van_Monthly Pass,Car/Jeep/Van_Commercial Vehicle Registered within the district of plaza,LCV_Single Journey,LCV_Return Journey,LCV_Monthly Pass,LCV_Commercial Vehicle Registered within the district of plaza,Bus/Truck_Single Journey,Bus/Truck_Return Journey,Bus/Truck_Monthly Pass,Bus/Truck_Commercial Vehicle Registered within the district of plaza,Upto 3 Axle Vehicle_Single Journey,Upto 3 Axle Vehicle_Return Journey,Upto 3 Axle Vehicle_Monthly Pass,Upto 3 Axle Vehicle_Commercial Vehicle Registered within the district of plaza,4 to 6 Axle_Single Journey,4 to 6 Axle_Return Journey,4 to 6 Axle_Monthly Pass,4 to 6 Axle_Commercial Vehicle Registered within the district of plaza,HCM/EME_Single Journey,HCM/EME_Return Journey,HCM/EME_Monthly Pass,HCM/EME_Commercial Vehicle Registered within the district of plaza,7 or more Axle_Single Journey,7 or more Axle_Return Journey,7 or more Axle_Monthly Pass,7 or more Axle_Commercial Vehicle Registered within the district of plaza
6644,00.00 to 227.02km,227.02 Km Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,NA,Installed,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,/,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Delhi,Mr. Jitender (RE),NA / 0,,24-Jun-2022 (Sr No. - 2752),01-Aug-2022,NA,NA,NA (For Entire Project Stretch) As on :24-Jun-2022,NA,6,NA As on : 24-Jun-2022,NA As on : 24-Jun-2022,M/s Gawar Construction,SURAJ JOSHI / 8130006419,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6637,00.00 to 227.02km,227.02 Km Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,NA,Installed,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,/,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Delhi,Mr. Diwakar Pandey (RE) 8280209812,NA / 0,,01-Aug-2022 (Sr No. - 2752),24-Jun-2022,NA,NA,NA (For Entire Project Stretch) As on :01-Aug-2022,NA,6,NA As on : 01-Aug-2022,NA As on : 01-Aug-2022,M/s Galfar Engineering,ASHOK KUMAR / 8130006413,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6640,00.00 to 227.02km,227.02 Km Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,NA,Installed,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,/,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Delhi,Mr. Jitender (RE),NA / 0,,24-Jun-2022 (Sr No. - 2752),01-Aug-2022,NA,NA,NA (For Entire Project Stretch) As on :01-Aug-2022,NA,6,NA As on : 01-Aug-2022,NA As on : 01-Aug-2022,M/s Gawar Construction,AJAY KUMAR PANDAY / 8130006416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5654,Raj.Hr. Border to Bhiwani to Hansi to Punjab Border,31.32 KM Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,0,0,0,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-0.98566542983, Ambulance -0.87262099541, Route Patrol-8307052825",1033,0 / 0,Sh. Jag Bhushan / 1149048174  8130006101,PIU Sonipat,RO Chandigarh,NA,0 / 0,0,12-May-2020 (Sr No. - 0),20-Jun-2020,NA,NA,NA (For Entire Project Stretch) As on :03-Jan-2021,NA,NA,NA As on : 03-Jan-2021,NA As on : 03-Jan-2021,Umesh Kumar,NA / 8130006504,45.00,70.00,1530.00,25.00,75.00,110.00,2475.00,35.00,155.00,235.00,5180.00,80.00,170.00,255.00,5655.00,85.00,245.00,365.00,8130.00,120.00,245.00,365.00,8130.00,120.00,295.00,445.00,9895.00,150.00
4501,Hisar to Dabwali,42.335 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,At ch. 210100,At ch. 198800,At ch. 184035,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-7888510493, Ambulance -7888510493, Route Patrol-7888510493",1033,Agroha / 01662240142,Sh. Vipin Mangla / 8130006099,PIU Hisar,RO Chandigarh,Mr. D.K. Srivastva,Sh.Narender Poonia / 9982812866,MAMC Agroha  016699281193,06-Oct-2017 (Sr No. - S.O. 2564(E)),13-Oct-2017,2008 amended,NA,NA (For Entire Project Stretch) As on :01-Sep-2017,NA,NA,NA As on : 01-Sep-2017,NA As on : 01-Sep-2017,Ms Jai Singh & Company,NA / 8130006497,95.00,140.00,3145.00,45.00,150.00,230.00,5080.00,75.00,320.00,480.00,10645.00,160.00,350.00,525.00,11610.00,175.00,500.00,750.00,16695.00,250.00,500.00,750.00,16695.00,250.00,610.00,915.00,20320.00,305.00
5886,50.505,11.745 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,0,0,2,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,LudaNA chowki / 8814011582,Sh. Jag Bhushan / 1149048174  8130006101,PIU Sonipat,RO Chandigarh,Mr. M.S Sangwan,Mr. Pardeep nehra / 7404172272,Primary Health Centre LudaNA,04-Mar-2022 (Sr No. - S.O.999(E)),19-Dec-2021,Fee rules 2008,379.37,14212020.00 (For Entire Project Stretch) As on :20-Apr-2022,NA,400,4654 As on : 20-Apr-2022,6000 As on : 19-Jun-2022,Gawar construction ltd.,Kolli Ramesh / 8130006512,55.00,85.00,1850.00,30.00,90.00,135.00,2990.00,45.00,190.00,280.00,6260.00,95.00,205.00,305.00,6830.00,100.00,295.00,440.00,9820.00,145.00,295.00,440.00,9820.00,145.00,360.00,540.00,11955.00,180.00
468,Rohtak  Hisar (Km 87.00 to Km 170.00),16.170 Km(s),03-Jun-2024,31-Mar-2025,"Monthly pass applicable for local non-commercial vehicles:  Rs.330/-(with in 20 km).The Concessionaire shall issue  50 or more one way tickets at a discounted rate equivalent to 2/3rd of the fee payable during the period of one month form the date of payment of fee. The amount indicated is for monthly pass for 50 one way trips. However, if any person asks more than 50 trips during a period of one month,the Concessionaire shall be required to issue such tickets at a discounted rate as above.",0,116+050,,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9812465670, Ambulance -9812465670, Route Patrol-9812465670",8683854321,Meham / 1257233030,Sh. Vipin Mangla / 8447360640,PIU Rohtak,RO Chandigarh,B.K Srivastava,Didar Singh / 9053001801,Meham Civil Hospital,21-Jul-2016 (Sr No. - S.O. 2490(E)),03-Aug-2016,2008 as amended,959.25,5.83 (For Entire Project Stretch) As on :31-Dec-2016,,40000,16248 As on : 22-Dec-2015,27726 As on : 01-Oct-2023,Ms Skylark Infra Engineering Pvt. Ltd.,Parveen kumar / 8130006517,75.00,110.00,2440.00,35.00,120.00,175.00,3940.00,60.00,250.00,370.00,8255.00,125.00,270.00,405.00,9005.00,135,390.00,585.00,12950.00,195.00,390.00,585.00,12950.00,195.00,475.00,710.00,15760.00,235.00
292,Rohtak - Panipat,Km 41.530  Km(s),03-Jun-2024,31-Mar-2025,The rate of monthly pass for a person who owns a mechanical vehicle registered for non-commercial purposes and resides within a distance of 20 km from the fee plaza is Rs.340/- for the FY 2024-25.,0,At Km 46.100 of NH-71A,,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9350959257, Ambulance -9350959257, Route Patrol-9350959257",1033,"Sadar, Rohtak / 126276975",Sh.Jag bhusan Singh / 9873793033   8130006101,PIU Sonipat,RO Chandigarh,Jaspal Singh,B.K. Chauhan / 8059002100,"1)Civil Hospital,0126276975, 2)Shanti Hospital Shanti Hospital, Samta Chowk Gohana, Haryana Ph.:01263 252 277 ,3)Nandal Hospital Tehsil Road Gohana, Haryana Ph.:01263 252 221",25-Jun-2013 (Sr No. - S.O.1847(E)),09-Jan-2014,2008,807.00,236.83 (For Entire Project Stretch) As on :31-Dec-2016,18.04.2011-17.04.2036,60000,24071 As on : 21-Jun-2017,23800 As on : 01-Sep-2019,B.R. Goyal Infrastructure Ltd.,Vinod Kumar / 8130006519,85.00,125.00,2815.00,40.00,135.00,205.00,4550.00,70.00,285.00,430.00,9525.00,145.00,310.00,470.00,10395.00,155.00,450.00,670.00,14940.00,225.00,450.00,670.00,14940.00,225.00,545.00,820.00,18190.00,275.00
6636,00.00 to 227.02 km,227.02 Km Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,Installed,NA,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,/,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Delhi,Mr. Diwakar Pandey (RE),NA / 0,,01-Aug-2022 (Sr No. - 2752),24-Jun-2022,NA,NA,NA (For Entire Project Stretch) As on :01-Aug-2022,NA,6,NA As on : 01-Aug-2022,NA As on : 01-Aug-2022,M/s Gawar Construction,OMPAL CHAUDHARY / 8130006412,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5902,97.864,49.2 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,0,02 Nos,0,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-7817902936, Ambulance -9541010102, Route Patrol-9812565681",1033,CharkhiDadriLoharu / 1250220863,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Chandigarh,Mr. Subash Bhambhu,Mr. Ashok Jain / 9811087846,Civil Hospital Charkhi Dadri( 1250222333)Govt.Hospital Loharu(09996655559)Civil Hospital Charkhi Dadri( 1250222333),23-Aug-2021 (Sr No. - na),14-Dec-2021,Fee rules 2008,136.25,68380445.00 (For Entire Project Stretch) As on :02-Apr-2022,NA,18500,4587 As on : 06-Apr-2022,7930 As on : 11-May-2022,MS Ceigall  SBPL (JV),Mr. KAUSHLENDRA CHAUHAN / 8130006509,55.00,80.00,1755.00,25.00,85.00,125.00,2830.00,40.00,180.00,265.00,5935.00,90.00,180.00,265.00,5935.00,90.00,195.00,290.00,6470.00,95.00,340.00,510.00,11325.00,170.00,280.00,420.00,9305.00,140.00
4502,Kaithal to Haryana Rajasthan Border,47.650 Km(s),01-Sep-2024,31-Aug-2025,"The rate of monthly pass for a person who owns a mechanical vehicle registered for non-commercial purposes and resides within a distance of twenty kilometers from the toll plaza is Rs. 340.00  for the year 2024-25 which is subject to revision every year as per the provisions of the National Highways Fee (Determination of Rates and Collection) Rules, 2008. ",Not constructed,Narwana Barwala Hisar  Siwani,At both side of Toll plazas,,"Crane-18008434422, Ambulance -18008434422, Route Patrol-18008434422",1033,Narwana city police station / 01684240103,Sh. Vipin Mangla / 8130006099,PIU Hisar,RO Chandigarh,N.S.Vardhan,Col. Dal Singh / 8222999615,Civil Hospital 01684240362,05-Sep-2017 (Sr No. - S.O. 2925(E)),08-Sep-2017,2008 amended,1393.00,NA (For Entire Project Stretch) As on :01-Sep-2017,27,NA,NA As on : 01-Sep-2017,21919 As on : 01-Apr-2023,Ms Kaithal Tollway Pvt. Ltd,Mr.Preetam singh / 8130006524,90.00,135.00,3000.00,45.00,145.00,220.00,4845.00,75.00,305.00,455.00,10155.00,150.00,330.00,500.00,11080.00,165.00,480.00,715.00,15925.00,240.00,480.00,715.00,15925.00,240.00,580.00,870.00,19385.00,290.00
6634,00.00 to 227.02km,227.02 KM Km(s),08-Mar-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,NA,Installed,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,/,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Delhi,Mr. Diwakar Pandey (RE),NA / 0,,24-Jun-2022 (Sr No. - 2752),01-Aug-2022,NA,NA,NA (For Entire Project Stretch) As on :01-Aug-2022,NA,NA,NA As on : 01-Aug-2022,NA As on : 01-Aug-2022,M/s Jian Xi Construction CEIGALL-Shiv build India JV,SANJAY KUMAR  YADAV / 8130006423,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Panipat Elevated Highway (Km 86.000 to Km 96.000),Km 10 Km(s),17-Jul-2024,16-Jul-2025,Monthly pass for a local personal traffic is Rs.335/- for year 2024-25.,,Yes,no,,"Crane-1806612244, Ambulance -1806612244, Route Patrol-1806612244",1033,Sector 6 7 / 7056000137,Sh. Gajender Singh / 8130006093,PIU Ambala,RO Chandigarh,Mr Anil Kumar,Sh. Bhargav Bhatt / 9687627994,Civil Hospital,09-Jul-2008 (Sr No. - S.O.1646(E)),17-Jul-2008,1997,421.50,407.18 (For Entire Project Stretch) As on :31-Dec-2016,23.01.2006-22.01.2026,190305,62000 As on : 18-Dec-2013,63260 As on : 28-Feb-2017,Panipat Elevated Corridore Ltd.,Sh. Vinod Sharma / 8130006523,40.00,NA,NA,20.00,60.00,NA,NA,30.00,125.00,NA,NA,60.00,125.00,NA,NA,60.00,125.00,NA,NA,60.00,125.00,NA,NA,60.00,125.00,NA,NA,60.00
5709,2lane with paved shoulder for JindKar0l section of NH709A,85.365 Km Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,0,0,2,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9255528103, Ambulance -9319998459, Route Patrol-9991178772",1033,Nissing Police Station / 9729990721,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Chandigarh,Sh. Arun Kataria,KAMALDEEP BHANWALA /,KalpaNA Chawla Hospital,27-Jun-2020 (Sr No. - 0),09-Nov-2020,NH Fee rules 2008,506.16,10978260.00 (For Entire Project Stretch) As on :09-Nov-2020,29.03.22 - 29.03.23,7000,NA As on : 09-Nov-2020,NA As on : 09-Nov-2020,Ms Skylark Infra Engineering Pvt Ltd,KRISHAN KUMAR / 8130006506,80.00,120.00,2635.00,40.00,130.00,190.00,4255.00,65.00,265.00,400.00,8910.00,135.00,290.00,435.00,9720.00,145.00,420.00,630.00,13975.00,210.00,420.00,630.00,13975.00,210.00,510.00,765.00,17015.00,255.00
6658,Delhi Vadodara Exoressway Pkg5 (Km. 115.700 to Km. 151.840),tollable Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,Ch. 125.650,Facility available in WSA,Facility available in WSA,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -102, Route Patrol-1033",112,Rajgarh Police Station / 01464220026,Sh. P.K. Kaushik / 8130006120,PIU Sohna,RO Delhi,Alok Patel,Sunil Kumar Mishra / 9358844300,CHC Rajgarh  Ph. No. 1559224805,19-Sep-2022 (Sr No. - 4400 (E) ),15-Feb-2023,Fee rules 2008,1589.85,10751722.00 (For Entire Project Stretch) As on :15-May-2024,01.07.2024 to 30.06.2025,NA,22591 As on : 15-May-2024,NA As on : 15-May-2024,Eagle Infra India Ltd.,Amit Lavniya / 8130006430,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Rohtak - Hisar (Km 87.00 to Km 170.00),43.200 Km(s),03-Jun-2024,31-Mar-2025,"Monthly pass applicable for locale non-commercial vehicles :Rs.340/-(with in 20 km).The Concessionaire shall issue  50 or more one way tickets at a discounted rate equivalent to 2/3rd of the fee payable during the period of one month form the date of payment of fee. The amount indicated is for monthly pass for 50 one way trips. However, if any person asks more than 50 trips during a period of one month,the Concessionaire shall be required to issue such tickets at a discounted rate as above.",,158+600,161.5,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9050475357, Ambulance -9050475357, Route Patrol-9050475357",8683854321,Hansi / 166254096,Sh. Vipin Mangla / 8447360640,PIU Rohtak,RO Chandigarh,B.K Srivastava,Didar Singh / 9053001801,Hansi Civil Hospital,21-Jul-2016 (Sr No. - S.O. 2490(E)),03-Aug-2016,2008 as amended,959.25,12.17 (For Entire Project Stretch) As on :31-Dec-2016,,40000,29412 As on : 02-Apr-2016,27726 As on : 01-Oct-2023,Ccoral Associates,Arun Chauhan / 8130006518,95.00,140.00,3125.00,45.00,150.00,225.00,5050.00,75.00,315.00,475.00,10575.00,160.00,345.00,520.00,11535.00,175.00,495.00,745.00,16580.00,250.00,495.00,745.00,16580.00,250.00,605.00,910.00,20185.00,305.00
455,Delhi-Haryan -Rohtak- Hisar,Km 55.722 Km(s),03-Jun-2024,31-Mar-2025,The rate of monthly pass for a person who owns a mechanical vehicle registered for non-commercial purposes and resides within a distance of 20 km from the fee plaza is Rs.340/- for the FY 2024-25.,,,2 (one construucted),Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-8222939355, Ambulance -8222939353, Route Patrol-8607400650",10,"Sampla Police Station / 01262-263419, 8222944119",Sh. Jag Bhushan / 1149048174    8130006101,PIU Sonipat,RO Chandigarh,Mr Rajiv Kumar,"Mr Bijendra Tiwari, AGM / 8607400628","1)Dr Sahib Singh Verma Marg, Ishwar Colony, Bawana, New Delhi,098914 28388 2)UH2, PGIMS Road, Dariyao Nagar, Rohtak, 099923 00019 3)2085, Sector -1, Near Sector Part 2-3 Market, rohtak, Haryana,098136 60078",22-Feb-2012 (Sr No. - S.O. 315(E)),26-Nov-2015,1997,486.00,32.30 (For Entire Project Stretch) As on :31-Dec-2016,02.05.2008-01.05.2033,84000,30902 As on : 09-Feb-2017,34000 As on : 01-Jan-2018,Ms Skylark Infra Engineering Pvt. Ltd,Manish Kumar / 8130006516,130.00,195.00,4365.00,65.00,210.00,315.00,7050.00,105.00,445.00,665.00,14765.00,220.00,485.00,725.00,16105.00,240.00,695.00,1040.00,23155.00,345.00,695.00,1040.00,23155.00,345.00,845.00,1270.00,28190.00,425.00
5746,Ambala to Pehowa,Km 0.000 to Km 50.860( existing km 0.000 to km 46. Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,1,2,2,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-7357777239, Ambulance -7357777239, Route Patrol-7357777239",1033,Ismailabad Police Station / 7056700818,Sh. Gajender Singh / 8130006093,PIU Ambala,RO Chandigarh,Sh. K. K. Nain,Mr. Beerbhan Singh / 9454572484,Chaudmastpur Hospital 9996121213,24-Aug-2019 (Sr No. - S.O. 3021(E)),15-Dec-2019,Fee rules 2008,631.26,NA (For Entire Project Stretch) As on :14-Dec-2019,NA,NA,14500 As on : 22-Dec-2020,NA As on : 22-Dec-2020,Ms Coral Associates,Mr. Jagsir Singh / 8130006501,100.00,150.00,3320.00,50.00,160.00,240.00,5365.00,80.00,335.00,505.00,11240.00,170.00,370.00,550.00,12265.00,185.00,530.00,795.00,17630.00,265.00,530.00,795.00,17630.00,265.00,645.00,965.00,21460.00,320.00
6657,Delhi Vadodara Exoressway Pkg4 (Km. 78.800 to Km. 115.700),Tollable Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,Ch. 125.650,Facility available in WSA,Facility available in WSA,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -102, Route Patrol-1033",112,Barodameo Police Station / 01494220022,Sh. P.K. Kaushik / 8130006120,PIU Sohna,RO Delhi,Alok Patel,Santram Gurjar  Udaiveer SinghMs HG Infra Engineer / 9005778611,CHC Barodameo  Ph. No. 14922232221,19-Sep-2022 (Sr No. - ),15-Feb-2023,Fee rules 2008,1593.76,18.54 (For Entire Project Stretch) As on :15-May-2024,01.07.2024 to 30.06.2025,16,23790 As on : 15-May-2024,NA As on : 15-May-2024,Eagle Infra India Ltd.,Sunny Gujjar / 8130006429,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6824,27.400 to 62.200,34.8 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,NA,NA,NA,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Dabwali police station / 08814011640,Sh. Vipin Mangla / 8130006099,PIU Hisar,RO Chandigarh,Virendra Kumar,Mr. Udham Singh / 9672372300,Government Hospital chautala (mo9315317206  ),12-Mar-2024 (Sr No. - 1312 (E) ),25-Jun-2024,NA,864.27,0.47 (For Entire Project Stretch) As on :16-Aug-2024,NA,NA,592 As on : 30-Sep-2024,NA As on : 30-Sep-2024,VRC DC Higway Pvt. Ltd.,Mr. Pardeep / 9636457656,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5747,Pehowa to Kaithal,44.558 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,01 Nos,02 Nos,2 Nos.,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-8168875530, Ambulance -8168875530, Route Patrol-8168875530",1033 108 112 102,Gumthala Gurhu Police Station Keorak Police Station. / 07056700827 09053052123,Sh. Gajender Singh / 8130006093,PIU Ambala,RO Chandigarh,Sh. K.K. Nain,Sh. Amandeep Singh / 9896940352,Civil Hospital Kaithal 01746232613,18-Sep-2019 (Sr No. - S.O. 3300(E)),17-Dec-2019,Fee rules 2008,802.31,83.60 (For Entire Project Stretch) As on :10-Oct-2024,NA,NA,7200 As on : 10-Oct-2024,NA As on : 10-Oct-2024,Ms Coral Associates,Mr. Ajay Pandey / 9455307001,85.00,130.00,2865.00,45.00,140.00,210.00,4625.00,70.00,290.00,435.00,9695.00,145.00,315.00,475.00,10575.00,160.00,455.00,685.00,15200.00,230.00,455.00,685.00,15200.00,230.00,555.00,835.00,18505.00,280.00
6701,Kiratpur  Ner Chowk,37.084 km Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,At Toll Plaza (Ch 151.735),1 Nos.,Baloh Toll,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-9163099599, Ambulance -1033, Route Patrol-1033",1033,Dehar Police Station / 911907283659,Sh. Varun Chari / 8130006245,PIU Mandi,RO Shimla,Mr. M.L Solanki,Sh.Ashok Yadav / 8887754485,Civil Hospital Dehar 108,22-Jun-2023 (Sr No. - 2764(A)),06-Aug-2023,NA,2480.60,1.77 (For Entire Project Stretch) As on :19-Sep-2023,15,4,5210 As on : 19-Sep-2023,NA As on : 19-Sep-2023,Skylark Infra Engineering Pvt. Ltd.,Sh. Nitin Santram Gangavane. / 8130007470,65.00,100.00,2205.00,35.00,105.00,160.00,3560.00,55.00,225.00,335.00,7455.00,110.00,245.00,365.00,8135.00,120.00,350.00,525.00,11695.00,175.00,350.00,525.00,11695.00,175.00,425.00,640.00,14235.00,215.00
5920,Kullu Ma0li,37.345 Km Km(s),03-Apr-2023,02-Apr-2024,,285.55,291.2,0,,"Crane-9882262057, Ambulance -1.111637529066071, Route Patrol-1.073652999867412",1033,Patlikuhal / 1902240800,Sh. Varun Chari / 8130006245,PIU Mandi,RO Shimla,Sh. S.K. Vidyarthi,Sh. Yogesh Kumar Pandey / 9730993239,RegioNAl Hospital Dhalpur Kullu 01902222350,18-Sep-2019 (Sr No. - 3303 ( E )),16-Nov-2019,Fee rules 2008,1670.94,NA (For Entire Project Stretch) As on :16-Nov-2019,NA,NA,5389 As on : 26-Jan-2020,NA As on : 26-Jan-2020,Ms Anil Kumar Shukla,Sh. Rajinder Kumar / 8130007467,80.00,40.00,2690.00,40.00,130.00,65.00,4350.00,65.00,275.00,135.00,9115.00,135.00,300.00,145.00,9945.00,150,430.00,215.00,14295.00,215.00,430.00,215.00,14295.00,215.00,520.00,265.00,17400.00,260.00
6700,KIRATPURNERCHONK,64.93 Km(s),01-Apr-2023,31-Mar-2024,,GARA MAURA (8460 LHS),CHAMOURLI (7810 RHS),(2) 8260 RHS  8560 LHS AT TOLL PLAZA,,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,KIRATPUR SAHIB / 01887238622,Sh.Varun Chari / 8130006245,PIU Mandi,RO Shimla,MR. PRAVEEN SINGHAL,NA / 0,CIVIL HOSPITAL KIRATPUR SAHIB  01887238450,16-May-2023 (Sr No. - 2215(A)),08-Jun-2023,NA,295.55,10.25 (For Entire Project Stretch) As on :19-Sep-2023,NA,4,8173 As on : 19-Sep-2023,NA As on : 19-Sep-2023,Ceigall India Ltd.,Pawan Choudhary  / 8130007471,150.00,230.00,5055.00,75.00,245.00,370.00,8175.00,125.00,515.00,770.00,17125.00,255.00,560.00,840.00,18680.00,280.00,805.00,1210.00,26855.00,405.00,805.00,1210.00,26855.00,405.00,980.00,1470.00,32690.00,490.00
5745,Parwanoo Solan,35.652 Km(s),03-Jun-2024,31-Mar-2025,Toll rates due for revision w.e.f : 31 Mar 2025,1 Nos.,1 Nos.,4 Nos.,Toll rates due for revision w.e.f : 31 Mar 2025,"Crane-7876291369, Ambulance -9415558587, Route Patrol-9805967263",1033,Dharampur / 1792264032,Sh. Anand Kumar / 8130006246  9810146246,PIU Shimla,RO Shimla,Sh. Aman Negi,Mr.Dinesh Puniya / 8209416991,Dharampur 01792262108,19-Mar-2021 (Sr No. - SO 1253(E)),21-Apr-2021,Fee rules 2008,1302.98,10.77 (For Entire Project Stretch) As on :17-Jul-2024,01 years,10,11415 As on : 03-Jul-2021,17000 As on : 06-Jul-2021,Ashish Agarwal,Ashish Mishra / 8130007468,70.00,105.00,2360.00,35.00,115.00,170.00,3810.00,55.00,240.00,360.00,7985.00,120.00,260.00,390.00,8710.00,130.00,375.00,565.00,12520.00,190.00,375.00,565.00,12520.00,190.00,455.00,685.00,15240.00,230.00
6585,PandohTakoliKullu (178795205188),26.12 Km Km(s),16-Jun-2023,01-Apr-2024,,Toll Plaza(Km.242.733),at Km. 250.080,At Toll Plaza(Km. 242.733 BHS),,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Bhuntar Police statin / 01902265412,Shree Varun Chari / 8130006245,PIU Mandi,RO Shimla,Mr. Dewanshu Kumar,Mr. Devraj Singh / 730025598,Kullu (0190222350),11-May-2023 (Sr No. - 13.05.2023.   245869),16-Jun-2023,NA,4029.77,27708865.00 (For Entire Project Stretch) As on :04-Jul-2023,NA,8,9636 As on : 04-Jul-2023,NA As on : 04-Jul-2023,Ms NKC Project Pvt. Ltd.,Ajay Singh / 8130007469,,,,,,,,,,,,,,,,,,,,,,,,,,,,
