sr_no,state,nh_no,toll_plaza_name,toll_plaza_location,section_stretch,tollplazaid,latitude,longitude,place_id,address_partial_match,toll_plaza_id,stretch,tollable_length,fee_effective_date,due_date_of_toll_revision,concessions,rest_areas,truck_lay_byes,static_weigh_bridge,announcement,helpline_no,emergency_services,nearest_police_station,highway_administrator_project_director,project_implementation_unit_piu,regional_office_ro,representative_of_consultant,representative_of_concessionaire,nearest_hospital_s,date_of_fee_notification,commercial_operation_date,fee_rule,capital_cost_of_project_in_rs_cr,cumulative_toll_revenue_in_rs_cr,concessions_period,design_capacity_pcu,traffic_pcu_day,target_traffic_pcu_day,name_of_concessionaire_omt_contractor,name_contact_details_of_incharge,car_jeep_van_single_journey,car_jeep_van_return_journey,car_jeep_van_monthly_pass,car_jeep_van_commercial_vehicle_reg_in_district,lcv_single_journey,lcv_return_journey,lcv_monthly_pass,lcv_commercial_vehicle_reg_in_district,bus_truck_single_journey,bus_truck_return_journey,bus_truck_monthly_pass,bus_truck_commercial_vehicle_reg_in_district,upto_3_axle_vehicle_single_journey,upto_3_axle_vehicle_return_journey,upto_3_axle_vehicle_monthly_pass,upto_3_axle_vehicle_commercial_vehicle_reg_in_district,_4_to_6_axle_single_journey,_4_to_6_axle_return_journey,_4_to_6_axle_monthly_pass,_4_to_6_axle_commercial_vehicle_reg_in_district,hcm_eme_single_journey,hcm_eme_return_journey,hcm_eme_monthly_pass,hcm_eme_commercial_vehicle_reg_in_district,_7_or_more_axle_single_journey,_7_or_more_axle_return_journey,_7_or_more_axle_monthly_pass,_7_or_more_axle_commercial_vehicle_reg_in_district
253,Haryana,NH 334B,Jharothi,jharothi,UPHarya0 Border to Roha0 Pkg1,5894,28.922431,76.9523538,ChIJM_iH7jilDTkRnB_x45s0i_Q,False,5894,UPHarya0 Border to Roha0 Pkg1,40.22 Km(s),01-Apr-2025,31-Mar-2026,NA,0,0,0,NA,"Crane-9812669021, Ambulance -9728300396, Route Patrol-8168460060",1033,Kharkhoda / 9485600325 0130 258 4525,Sh. Jag Bhushan / 1149048174  8130006101,PIU Sonipat,RO Chandigarh,Rajesh Kumar,Vikash NAgar / 0.93587322833,Sadar hospital sonipat (Contect No. 01302218407) FIMS Hospital( Contect No.01302205000),02-Apr-2022 (Sr No. - S.O. No. 4213(E)),31-Jan-2022,Fee rules 2008,NA,31359045.00 (For Entire Project Stretch) As on :06-May-2022,15,NA,5200 As on : 06-May-2022,NA As on : 07-May-2022,Vinod Kumar Malik,Vikash Gulia / 8130006513,80.00,125.00,2635.00,40.00,130.00,200.00,4255.00,65.00,275.00,415.00,8920.00,135.00,300.00,455.00,9730.00,145.00,435.00,650.00,13985.00,210.00,530.00,650.00,13985.00,210.00,530.00,795.00,17025.00,255.00
254,Haryana,NH 54,Jogewala,27.700 and 28.120,27.400 to 62.200,6821,29.0587757,76.085601,ChIJC0BwhguwDTkRQ8GmqrSqLnM,True,6821,27.400 to 62.200,34.8 Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,NA,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,Dabwali police station / 08814011640,Sh. Vipin Mangla / 8130006099,PIU Hisar,RO Chandigarh,Virendra Kumar,Mr. Udham Singh / 9672372300,Government Hospital chautala (mo9315317206  ),12-Mar-2024 (Sr No. - 1312 (E) ),25-Jun-2024,Fee rules 2008,864.27,0.12 (For Entire Project Stretch) As on :16-Aug-2024,NA,NA,482 As on : 30-Sep-2024,NA As on : 30-Sep-2024,VRC DC Higway Pvt. Ltd.,Mr. Pardeep / 9636457656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,Haryana,NE4,Kalinger Toll Plaza,35.500,Delhi Vadodara Exoressway Pkg2 (Km. 18.500 to Km. 47.000),6653,29.0587757,76.085601,ChIJC0BwhguwDTkRQ8GmqrSqLnM,True,6653,Delhi Vadodara Exoressway Pkg2 (Km. 18.500 to Km. 47.000),tollable Km(s),01-Apr-2025,31-Mar-2026,NA,Ch. 34.015,Installed,Installed,NA,"Crane-1033, Ambulance -102, Route Patrol-1033",112,Police station Nagina / 01268273227,Sh. P.K. Kaushik / 8130006120,PIU Sohna,RO Delhi,Alok Patel,Sanjeev / 8756950577,Alafia hospital Mandikhera Haryana 122108  Ph. No. 099915 81399,19-Sep-2022 (Sr No. - 4400 (E) ),15-Feb-2023,Fee rules 2008,2252.75,10.38 (For Entire Project Stretch) As on :15-May-2024,01.07.2024 to 30.06.2025,6,28550 As on : 15-May-2024,NA As on : 15-May-2024,Eagle Infra India Ltd.,Sh.Satpal Chaudhary / 8130006427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,Haryana,NE4,Khalilpur Toll Plaza,19.803,Delhi Vadodara Exoressway Pkg2 (Km. 18.500 to Km. 47.000),6652,28.1582097,77.15393209999999,ChIJz9Ev1vQrDTkRV4Xy7yUVrk4,False,6652,Delhi Vadodara Exoressway Pkg2 (Km. 18.500 to Km. 47.000),tollable Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,NA,NA,"Crane-1033, Ambulance -102, Route Patrol-1033",112,Police station Nagina / 01268273227,Sh. P.K. Kaushik / 8130006120,PIU Sohna,RO Delhi,Alok Patel,Sanjeev / 8756950577,Alafia hospital Mandikhera Haryana 122108  Ph. No. 099915 81399,19-Sep-2022 (Sr No. - 4400 (E) ),15-Feb-2022,Fee rules 2008,2252.75,90.84 (For Entire Project Stretch) As on :15-May-2024,01.07.2024 to 30.06.2025,16,NA As on : 15-May-2024,NA As on : 15-May-2024,Eagle Infra India Ltd.,Vishal Patel / 8130006426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Haryana,NH 152D,Kharkhra,129.432,00.00 to 227.02km,6642,28.9367976,76.3666226,ChIJTZS1FDN3EjkRgs7Ek1LTYOs,True,6642,00.00 to 227.02km,Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,Installed,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,/,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Delhi,Mr. Jitender (RE),NA / 0,NA,01-Aug-2022 (Sr No. - 2752),24-Jun-2022,NA,NA,NA (For Entire Project Stretch) As on :24-Jun-2022,NA,6,NA As on : 24-Jun-2022,NA As on : 24-Jun-2022,M/s Gawar Construction,Yogendra Singh / 8130006418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Haryana,Old No.71 (New NH 52352),Khatkar,km. 286.125 (Near Village Khatkar),Punjab Border to Jind Section from km. 239.695 to km. 307.000,5744,29.3945192,76.252467,ChIJDTZ56GMdEjkRk5Azue6UmqU,True,5744,Punjab Border to Jind Section from km. 239.695 to km. 307.000,70.178 Km(s),01-Apr-2025,31-Mar-2026,NA,02 Nos,05 Nos,NA,NA,"Crane-8398071772, Ambulance -8295271914, Route Patrol-8168059157",1033  9034652826,Police station UchaNA / 1684230100,Sh. Vipin Mangla / 8130006099,PIU Hisar,RO Chandigarh,Sushil Gaur,RAJU KHOCHARE / 9167755082,Civil hospital UchaNA,02-Aug-2019 (Sr No. - 2741(E)),22-Feb-2020,Fee rules 2008,1075.46,NA (For Entire Project Stretch) As on :22-Feb-2020,1 YEAR,NA,NA As on : 22-Feb-2020,NA As on : 22-Feb-2020,SDM VENTURES PVT LTD.,VIKAS BORASE / 8130006503,125.00,185.00,4135.00,60.00,200.00,300.00,6680.00,100.00,420.00,630.00,14000.00,210.00,460.00,685.00,15275.00,230.00,660.00,990.00,21955.00,330.00,660.00,990.00,21955.00,330.00,800.00,1205.00,26725.00,400.00
259,Haryana,NH 152D,Kherari,141.045,00.00 to 227.02km,6644,28.7857136,76.36951669999999,ChIJwfxNOJ9-EjkRo4mrVx2zONk,True,6644,00.00 to 227.02km,227.02 Km Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,Installed,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,/,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Delhi,Mr. Jitender (RE),NA / 0,NA,24-Jun-2022 (Sr No. - 2752),01-Aug-2022,NA,NA,NA (For Entire Project Stretch) As on :24-Jun-2022,NA,6,NA As on : 24-Jun-2022,NA As on : 24-Jun-2022,M/s Gawar Construction,SURAJ JOSHI / 8130006419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,Haryana,NH 152D,Kheri Sharaf Ali,57.831 km,00.00 to 227.02km,6637,29.0587757,76.085601,ChIJC0BwhguwDTkRQ8GmqrSqLnM,True,6637,00.00 to 227.02km,227.02 Km Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,Installed,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,/,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Delhi,Mr. Diwakar Pandey (RE) 8280209812,NA / 0,NA,01-Aug-2022 (Sr No. - 2752),24-Jun-2022,NA,NA,NA (For Entire Project Stretch) As on :01-Aug-2022,NA,6,NA As on : 01-Aug-2022,NA As on : 01-Aug-2022,M/s Galfar Engineering,ASHOK KUMAR / 8130006413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,Haryana,NH 152D,Kilazafargarh,110.181 km,00.00 to 227.02km,6640,29.0983865,76.4254498,ChIJJSYICiQLEjkRDjMQdq6nQg4,True,6640,00.00 to 227.02km,227.02 Km Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,Installed,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,/,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Delhi,Mr. Jitender (RE),NA / 0,NA,24-Jun-2022 (Sr No. - 2752),01-Aug-2022,NA,NA,NA (For Entire Project Stretch) As on :01-Aug-2022,NA,6,NA As on : 01-Aug-2022,NA As on : 01-Aug-2022,M/s Gawar Construction,AJAY KUMAR PANDAY / 8130006416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,Haryana,NH 148B,Kitlana,Km 94.600 to Km 125.920,Raj.Hr. Border to Bhiwani to Hansi to Punjab Border,5654,28.6792117,76.1747511,ChIJJX8NZR-KEjkR8NqBiN2gZ4Q,True,5654,Raj.Hr. Border to Bhiwani to Hansi to Punjab Border,31.32 KM Km(s),01-Apr-2025,31-Mar-2026,NA,0,0,0,NA,"Crane-0.98566542983, Ambulance -0.87262099541, Route Patrol-8307052825",1033,0 / 0,Sh. Jag Bhushan / 1149048174  8130006101,PIU Sonipat,RO Chandigarh,NA,0 / 0,0,12-May-2020 (Sr No. - 0),20-Jun-2020,NA,NA,NA (For Entire Project Stretch) As on :03-Jan-2021,NA,NA,NA As on : 03-Jan-2021,NA As on : 03-Jan-2021,Umesh Kumar,NA / 8130006504,50.00,70.00,1530.00,25.00,75.00,115.00,2475.00,35.00,160.00,240.00,5180.00,80.00,175.00,265.00,5655.00,85.00,250.00,380.00,8130.00,120.00,305.00,380.00,8130.00,120.00,305.00,460.00,9895.00,150.00
263,Haryana,9 (Old 10),Landhari,184.035,Hisar to Dabwali,4501,29.2923829,75.6481805,ChIJIYRVlHPUEzkR9KrLx3fHc2M,False,4501,Hisar to Dabwali,42.335 Km(s),01-Apr-2025,31-Mar-2026,NA,At ch. 210100,At ch. 198800,At ch. 184035,NA,"Crane-7888510493, Ambulance -7888510493, Route Patrol-7888510493",1033,Agroha / 01662240142,Sh. Vipin Mangla / 8130006099,PIU Hisar,RO Chandigarh,Mr. D.K. Srivastva,Sh.Narender Poonia / 9982812866,MAMC Agroha  016699281193,06-Oct-2017 (Sr No. - S.O. 2564(E)),13-Oct-2017,2008 amended,NA,NA (For Entire Project Stretch) As on :01-Sep-2017,NA,NA,NA As on : 01-Sep-2017,NA As on : 01-Sep-2017,Ms Jai Singh & Company,NA / 8130006497,100.00,145.00,3225.00,50.00,160.00,235.00,5260.00,80.00,330.00,495.00,11025.00,165.00,360.00,540.00,12025.00,180.00,520.00,780.00,17285.00,260.00,520.00,780.00,17285.00,260.00,630.00,945.00,21045.00,315.00
264,Haryana,352A,Ludana,CH. 23.922,50.505,5886,29.2410185,76.5098017,ChIJwad3GgL3DTkRjLNnD8kbH18,True,5886,50.505,11.745 Km(s),01-Apr-2025,31-Mar-2026,NA,0,0,2,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,LudaNA chowki / 8814011582,Sh. Jag Bhushan / 1149048174  8130006101,PIU Sonipat,RO Chandigarh,Mr. M.S Sangwan,Mr. Pardeep nehra / 7404172272,Primary Health Centre LudaNA,04-Mar-2022 (Sr No. - S.O.999(E)),19-Dec-2021,Fee rules 2008,379.37,14212020.00 (For Entire Project Stretch) As on :20-Apr-2022,NA,400,4654 As on : 20-Apr-2022,6000 As on : 19-Jun-2022,Gawar construction ltd.,Kolli Ramesh / 8130006512,55.00,85.00,1850.00,30.00,95.00,140.00,2990.00,45.00,195.00,290.00,6260.00,95.00,210.00,320.00,6830.00,100.00,305.00,460.00,9820.00,145.00,370.00,460.00,9820.00,145.00,370.00,555.00,11955.00,180.00
265,Haryana,10,Madina Korsan,Km 99.835,Rohtak Hisar (Km 87.00 to Km 170.00),468,28.9185062,76.4389549,ChIJcYxZm_N3EjkR1gddeOyDVSI,True,468,Rohtak  Hisar (Km 87.00 to Km 170.00),16.170 Km(s),01-Apr-2025,31-Mar-2026,"Monthly pass applicable for local non-commercial vehicles:  Rs.350/-(with in 20 km).The Concessionaire shall issue  50 or more one way tickets at a discounted rate equivalent to 2/3rd of the fee payable during the period of one month form the date of payment of fee. The amount indicated is for monthly pass for 50 one way trips. However, if any person asks more than 50 trips during a period of one month,the Concessionaire shall be required to issue such tickets at a discounted rate as above.",0,116+050,NA,NA,"Crane-9812465670, Ambulance -9812465670, Route Patrol-9812465670",8683854321,Meham / 1257233030,Sh. Vipin Mangla / 8447360640,PIU Rohtak,RO Chandigarh,B.K Srivastava,Didar Singh / 9053001801,Meham Civil Hospital,21-Jul-2016 (Sr No. - S.O. 2490(E)),03-Aug-2016,2008 as amended,959.25,5.83 (For Entire Project Stretch) As on :31-Dec-2016,NA,40000,16248 As on : 22-Dec-2015,27726 As on : 01-Oct-2023,Ms Skylark Infra Engineering Pvt. Ltd.,Parveen kumar / 8130006517,75.00,115.00,2525.00,40.00,120.00,185.00,4080.00,60.00,255.00,385.00,8550.00,130.00,280.00,420.00,9325.00,140.00,400.00,605.00,13405.00,200.00,400.00,605.00,13405.00,200.00,490.00,735.00,16320.00,245.00
266,Haryana,71A,Makrauli Kalan,Km 14.600,Rohtak - Panipat,292,28.944213,76.60981880000001,ChIJxxHSq5GPDTkReaXnAATTaWU,True,292,Rohtak - Panipat,Km 41.530  Km(s),01-Apr-2025,31-Mar-2026,NA,0,At Km 46.100 of NH-71A,NA,NA,"Crane-9350959257, Ambulance -9350959257, Route Patrol-9350959257",1033,"Sadar, Rohtak / 126276975",Sh.Jag bhusan Singh / 9873793033   8130006101,PIU Sonipat,RO Chandigarh,Jaspal Singh,B.K. Chauhan / 8059002100,"1)Civil Hospital,0126276975, 2)Shanti Hospital Shanti Hospital, Samta Chowk Gohana, Haryana Ph.:01263 252 277 ,3)Nandal Hospital Tehsil Road Gohana, Haryana Ph.:01263 252 221",25-Jun-2013 (Sr No. - S.O.1847(E)),09-Jan-2014,2008,807.00,236.83 (For Entire Project Stretch) As on :31-Dec-2016,18.04.2011-17.04.2036,60000,24071 As on : 21-Jun-2017,23800 As on : 01-Sep-2019,B.R. Goyal Infrastructure Ltd.,Vinod Kumar / 8130006519,85.00,130.00,2815.00,40.00,140.00,210.00,4550.00,70.00,295.00,445.00,9525.00,145.00,325.00,485.00,10395.00,155.00,465.00,695.00,14940.00,225.00,565.00,695.00,14940.00,225.00,565.00,850.00,18190.00,275.00
267,Haryana,NH 152 D,Mohna,32.464 km,00.00 to 227.02 km,6636,29.77528079999999,76.6023338,ChIJMxeiR9EZDjkRWMf7luvUJyw,False,6636,00.00 to 227.02 km,227.02 Km Km(s),01-Apr-2025,31-Mar-2026,NA,NA,Installed,NA,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,/,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Delhi,Mr. Diwakar Pandey (RE),NA / 0,NA,01-Aug-2022 (Sr No. - 2752),24-Jun-2022,NA,NA,NA (For Entire Project Stretch) As on :01-Aug-2022,NA,6,NA As on : 01-Aug-2022,NA As on : 01-Aug-2022,M/s Gawar Construction,OMPAL CHAUDHARY / 8130006412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,Haryana,334B,Morwala,Km. 32.460,97.864,5902,28.639011,76.40279369999999,ChIJp3gBRXyBEjkRXv9V6T7zfzU,True,5902,97.864,49.2 Km(s),01-Apr-2025,31-Mar-2026,NA,01 Nos,02 Nos,0,NA,"Crane-7817902936, Ambulance -9541010102, Route Patrol-9812565681",1033,CharkhiDadriLoharu / 1250220863,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Chandigarh,Mr. Subash Bhambhu,Mr. Ashok Jain / 9811087846,Civil Hospital Charkhi Dadri( 1250222333)Govt.Hospital Loharu(09996655559)Civil Hospital Charkhi Dadri( 1250222333),23-Aug-2021 (Sr No. - na),14-Dec-2021,Fee rules 2008,136.25,68380445.00 (For Entire Project Stretch) As on :02-Apr-2022,NA,18500,4587 As on : 06-Apr-2022,7930 As on : 11-May-2022,MS Ceigall  SBPL (JV),Mr. KAUSHLENDRA CHAUHAN / 8130006509,55.00,80.00,1815.00,25.00,90.00,130.00,2930.00,45.00,185.00,275.00,6145.00,90.00,200.00,300.00,6700.00,100.00,290.00,435.00,9635.00,145.00,290.00,435.00,9635.00,145.00,350.00,530.00,11730.00,175.00
269,Haryana,52 (Old 65),Narwana,36.776,Kaithal to Haryana Rajasthan Border,4502,29.5785349,76.0884794,ChIJI2uBCsvyETkR_UyNdPRsziM,False,4502,Kaithal to Haryana Rajasthan Border,47.650 Km(s),01-Sep-2024,31-Aug-2025,"The rate of monthly pass for a person who owns a mechanical vehicle registered for non-commercial purposes and resides within a distance of twenty kilometers from the toll plaza is Rs. 340.00  for the year 2024-25 which is subject to revision every year as per the provisions of the National Highways Fee (Determination of Rates and Collection) Rules, 2008. ",Not constructed,Narwana Barwala Hisar  Siwani,At both side of Toll plazas,NA,"Crane-18008434422, Ambulance -18008434422, Route Patrol-18008434422",1033,Narwana city police station / 01684240103,Sh. Vipin Mangla / 8130006099,PIU Hisar,RO Chandigarh,N.S.Vardhan,Col. Dal Singh / 8222999615,Civil Hospital 01684240362,05-Sep-2017 (Sr No. - S.O. 2925(E)),08-Sep-2017,2008 amended,1393.00,NA (For Entire Project Stretch) As on :01-Sep-2017,27,NA,NA As on : 01-Sep-2017,21919 As on : 01-Apr-2023,Ms Kaithal Tollway Pvt. Ltd,Mr.Preetam singh / 8130006524,90.00,135.00,3000.00,45.00,145.00,220.00,4845.00,75.00,305.00,455.00,10155.00,150.00,330.00,500.00,11080.00,165.00,480.00,715.00,15925.00,240.00,480.00,715.00,15925.00,240.00,580.00,870.00,19385.00,290.00
270,Haryana,NH 152D,Pabnawa,16.400,00.00 to 227.02km,6634,29.9094158,76.6470952,ChIJ0coybaE9DjkRE1bV_n-4VkI,False,6634,00.00 to 227.02km,227.02 KM Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,Installed,NA,"Crane-1033, Ambulance -1033, Route Patrol-1033",1033,/,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Delhi,Mr. Diwakar Pandey (RE),NA / 0,NA,24-Jun-2022 (Sr No. - 2752),01-Aug-2022,NA,NA,NA (For Entire Project Stretch) As on :01-Aug-2022,NA,NA,NA As on : 01-Aug-2022,NA As on : 01-Aug-2022,M/s Jian Xi Construction CEIGALL-Shiv build India JV,SANJAY KUMAR  YADAV / 8130006423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,Haryana,44(Old NH 01),Panipat Elevated,Km 95,Panipat Elevated Highway (Km 86.000 to Km 96.000),154,29.4334065,76.9703239,ChIJK8oaWIPZDTkR-e-ytJ0hfMY,False,154,Panipat Elevated Highway (Km 86.000 to Km 96.000),Km 10 Km(s),01-Apr-2025,31-Mar-2026,NA,NA,Yes,no,NA,"Crane-1806612244, Ambulance -1806612244, Route Patrol-1806612244",1033,Sector 6 7 / 7056000137,Sh. Gajender Singh / 8130006093,PIU Ambala,RO Chandigarh,Mr Anil Kumar,Sh. Bhargav Bhatt / 9687627994,Civil Hospital,09-Jul-2008 (Sr No. - S.O.1646(E)),17-Jul-2008,1997,421.50,407.18 (For Entire Project Stretch) As on :31-Dec-2016,23.01.2006-22.01.2026,190305,62000 As on : 18-Dec-2013,63260 As on : 28-Feb-2017,Panipat Elevated Corridore Ltd.,Sh. Vinod Sharma / 8130006523,40.00,NA,NA,20.00,60.00,NA,NA,30.00,125.00,NA,NA,60.00,125.00,NA,NA,60.00,125.00,NA,NA,60.00,125.00,NA,NA,60.00,125.00,NA,NA,60.00
272,Haryana,709A,Peont,128.8,2lane with paved shoulder for JindKar0l section of NH709A,5709,29.6242056,76.7863953,ChIJSQAC70cNDjkRQeKdIi0XBR0,True,5709,2lane with paved shoulder for JindKar0l section of NH709A,85.365 Km Km(s),01-Apr-2025,31-Mar-2026,NA,0,0,2,NA,"Crane-9255528103, Ambulance -9319998459, Route Patrol-9991178772",1033,Nissing Police Station / 9729990721,Sh. Hamendra Singh / 8130006119,PIU Bhiwani,RO Chandigarh,Sh. Arun Kataria,KAMALDEEP BHANWALA /,KalpaNA Chawla Hospital,27-Jun-2020 (Sr No. - 0),09-Nov-2020,NH Fee rules 2008,506.16,10978260.00 (For Entire Project Stretch) As on :09-Nov-2020,29.03.22 - 29.03.23,7000,NA As on : 09-Nov-2020,NA As on : 09-Nov-2020,Ms Skylark Infra Engineering Pvt Ltd,KRISHAN KUMAR / 8130006506,80.00,125.00,2725.00,40.00,130.00,200.00,4405.00,65.00,275.00,415.00,9230.00,140.00,300.00,455.00,10065.00,150.00,435.00,650.00,14470.00,215.00,435.00,650.00,14470.00,215.00,530.00,795.00,17620.00,265.00
273,Haryana,NE 4,Pinan Toll Plaza,129.017,Delhi Vadodara Exoressway Pkg5 (Km. 115.700 to Km. 151.840),6658,29.0587757,76.085601,ChIJC0BwhguwDTkRQ8GmqrSqLnM,True,6658,Delhi Vadodara Exoressway Pkg5 (Km. 115.700 to Km. 151.840),tollable Km(s),01-Apr-2025,31-Mar-2026,NA,Ch. 125.650,Facility available in WSA,Facility available in WSA,NA,"Crane-1033, Ambulance -102, Route Patrol-1033",112,Rajgarh Police Station / 01464220026,Sh. P.K. Kaushik / 8130006120,PIU Sohna,RO Delhi,Alok Patel,Sunil Kumar Mishra / 9358844300,CHC Rajgarh  Ph. No. 1559224805,19-Sep-2022 (Sr No. - 4400 (E) ),15-Feb-2023,Fee rules 2008,1589.85,10751722.00 (For Entire Project Stretch) As on :15-May-2024,01.07.2024 to 30.06.2025,NA,22591 As on : 15-May-2024,NA As on : 15-May-2024,Eagle Infra India Ltd.,Amit Lavniya / 8130006430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,Haryana,10,Ramayana (Mayar),Km 161.500,Rohtak - Hisar (Km 87.00 to Km 170.00),469,29.1008245,75.8849029,ChIJ21gm1mg3EjkR7jz0bfOzbbc,True,469,Rohtak - Hisar (Km 87.00 to Km 170.00),43.200 Km(s),01-Apr-2025,31-Mar-2026,"Monthly pass applicable for locale non-commercial vehicles :Rs.350/-(with in 20 km).The Concessionaire shall issue  50 or more one way tickets at a discounted rate equivalent to 2/3rd of the fee payable during the period of one month form the date of payment of fee. The amount indicated is for monthly pass for 50 one way trips. However, if any person asks more than 50 trips during a period of one month,the Concessionaire shall be required to issue such tickets at a discounted rate as above.",NA,158+600,161.5,NA,"Crane-9050475357, Ambulance -9050475357, Route Patrol-9050475357",8683854321,Hansi / 166254096,Sh. Vipin Mangla / 8447360640,PIU Rohtak,RO Chandigarh,B.K Srivastava,Didar Singh / 9053001801,Hansi Civil Hospital,21-Jul-2016 (Sr No. - S.O. 2490(E)),03-Aug-2016,2008 as amended,959.25,12.17 (For Entire Project Stretch) As on :31-Dec-2016,NA,40000,29412 As on : 02-Apr-2016,27726 As on : 01-Oct-2023,Ccoral Associates,Arun Chauhan / 8130006518,95.00,145.00,3245.00,50.00,155.00,235.00,5225.00,80.00,330.00,495.00,10950.00,165.00,360.00,535.00,11945.00,180.00,515.00,775.00,17170.00,260.00,515.00,775.00,17170.00,260.00,625.00,940.00,20900.00,315.00
275,Haryana,10,Rohad,Km 52.460,Delhi-Haryan -Rohtak- Hisar,455,28.7545182,76.7951868,ChIJwTIwiWV1DTkR-IPcjbD9a6I,False,455,Delhi-Haryan -Rohtak- Hisar,Km 55.722 Km(s),01-Apr-2025,31-Mar-2026,NA,NA,NA,2 (one construucted),NA,"Crane-8222939355, Ambulance -8222939353, Route Patrol-8607400650",10,"Sampla Police Station / 01262-263419, 8222944119",Sh. Jag Bhushan / 1149048174    8130006101,PIU Sonipat,RO Chandigarh,Mr Rajiv Kumar,"Mr Bijendra Tiwari, AGM / 8607400628","1)Dr Sahib Singh Verma Marg, Ishwar Colony, Bawana, New Delhi,098914 28388 2)UH2, PGIMS Road, Dariyao Nagar, Rohtak, 099923 00019 3)2085, Sector -1, Near Sector Part 2-3 Market, rohtak, Haryana,098136 60078",22-Feb-2012 (Sr No. - S.O. 315(E)),26-Nov-2015,1997,486.00,32.30 (For Entire Project Stretch) As on :31-Dec-2016,02.05.2008-01.05.2033,84000,30902 As on : 09-Feb-2017,34000 As on : 01-Jan-2018,Ms Skylark Infra Engineering Pvt. Ltd,Manish Kumar / 8130006516,135.00,205.00,4365.00,65.00,220.00,330.00,7050.00,105.00,460.00,690.00,14765.00,220.00,500.00,750.00,16105.00,240.00,720.00,1080.00,23155.00,345.00,875.00,1080.00,23155.00,345.00,875.00,1315.00,28190.00,425.00
